loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0.00023696682464455004,0.004210526315789472,0.013793103448275862,0.006451612903225806,0.00014464802314368368,7.591560053911757e-05,1.0,0.010336328218176037,0.004426586761100517,6.036150141025595e-07,0.22767075306479861,1.0865070203397457e-05,0.025,0.0058997050147492625,0.012195121951219513,1.0,0.002816901408450702,0.003821656050955414,0.00015873015873015873,0.0014742014742014742,0.00248447204968944,0
0.0,0.0,0.0,0.0,0.0,5.8396615799321205e-05,0.7692307692307692,0.007951021706289259,0.0034050667393080904,4.643192416173534e-07,0.17513134851138354,8.357746310305737e-06,0.0125,0.0029498525073746312,0.006097560975609756,0.5,0.0,0.0031847133757961785,0.0,0.0012285012285012285,0.0,1
0.05450236966824645,0.042105263157894736,0.0,0.03225806451612903,0.029893924783027968,0.018052145842044162,0.0846153846153846,0.07553470620974796,0.11080087169708526,0.001363598819204595,0.017513134851138354,0.001363566310526381,0.0125,0.0,0.03658536585365854,0.0,0.19718309859154928,0.04777070063694268,0.03412698412698413,0.02334152334152334,0.049689440993788817,0
0.04502369668246446,0.031578947368421054,0.10344827586206896,0.016129032258064516,0.02217936354869817,0.012583886738595727,0.04615384615384615,0.12721634730062814,0.04586624897847998,0.0016009216699800566,0.01225919439579685,0.001600926305739064,0.0,0.0,0.01829268292682927,0.0,0.2112676056338028,0.025477707006369428,0.023809523809523808,0.019656019656019656,0.037267080745341616,0
0.05450236966824645,0.052631578947368425,0.1724137931034483,0.016129032258064516,0.034233365477338476,0.020212820626619048,0.04615384615384615,0.13779120616999285,0.06799918278398256,0.002785720435622641,0.021015761821366025,0.002785720422688005,0.0,0.0,0.01829268292682927,0.0,0.2112676056338028,0.038216560509554146,0.03571428571428572,0.03194103194103194,0.06211180124223602,0
0.05450236966824645,0.052631578947368425,0.1724137931034483,0.016129032258064516,0.034233365477338476,0.020212820626619048,0.04615384615384615,0.13779120616999285,0.06799918278398256,0.002785720435622641,0.021015761821366025,0.002785720422688005,0.0,0.0,0.01829268292682927,0.0,0.2112676056338028,0.038216560509554146,0.03571428571428572,0.03194103194103194,0.06211180124223602,0
0.014218009478672987,0.0,0.0,0.0,0.0048216007714561235,0.0020362899929223304,0.3846153846153846,0.015902043412578518,0.059350313266140015,3.238162391039422e-05,0.0017513134851138354,3.23444782208832e-05,0.0,0.0,0.006097560975609756,0.0,0.04225352112676056,0.01592356687898089,0.003968253968253969,0.006142506142506142,0.0,0
0.026066350710900476,0.010526315789473684,0.0,0.016129032258064516,0.010607521697203472,0.005489865851294187,0.12307692307692307,0.05112506957143993,0.04978207572868428,0.00028061597686386373,0.005253940455341506,0.0002806531211000666,0.0,0.0,0.042682926829268296,0.0,0.1267605633802817,0.02229299363057325,0.010317460317460317,0.011056511056511056,0.012422360248447206,0
0.05687203791469195,0.042105263157894736,0.13793103448275862,0.06451612903225806,0.05110896817743491,0.03204981464914146,0.05384615384615385,0.11330205931462194,0.13112912013075456,0.003631380427187911,0.03152364273204904,0.0036313571943647396,0.15000000000000002,0.0471976401179941,0.07926829268292683,0.0,0.19718309859154928,0.06369426751592357,0.05396825396825397,0.04668304668304668,0.049689440993788817,0
0.10663507109004741,0.14736842105263157,0.06896551724137931,0.0,0.11475409836065574,0.07956013333115321,0.030769230769230767,0.17730778405025047,0.20804957777172434,0.01410506670588988,0.0788091068301226,0.01410503413805058,0.1,0.10324483775811209,0.13414634146341464,0.0,0.19718309859154928,0.1178343949044586,0.10158730158730159,0.13513513513513514,0.17391304347826084,0
0.07819905213270142,0.042105263157894736,0.13793103448275862,0.0,0.07425265188042429,0.04999626261658885,0.038461538461538464,0.16506321062256502,0.14042495232906566,0.008252383026804552,0.05078809106830122,0.008252355129332782,0.1375,0.08259587020648967,0.0975609756097561,0.0,0.25352112676056343,0.08598726114649682,0.0753968253968254,0.07248157248157248,0.049689440993788817,0
0.02132701421800948,0.010526315789473684,0.0,0.0,0.01639344262295082,0.008354219856250891,0.0846153846153846,0.07155919535660332,0.054140561154998636,0.0005978342395444234,0.008756567425569177,0.0005978295935761694,0.025,0.011799410029498525,0.024390243902439025,0.0,0.11267605633802817,0.025477707006369428,0.014285714285714285,0.019656019656019656,0.012422360248447206,0
0.05213270142180096,0.0631578947368421,0.13793103448275862,0.0,0.07521697203471552,0.04498758487948107,0.030769230769230767,0.22358273038085397,0.09329882865704167,0.010056959759350396,0.04553415061295972,0.010056959712653996,0.125,0.05014749262536873,0.1402439024390244,0.0,0.22535211267605634,0.04140127388535032,0.08968253968253968,0.052825552825552825,0.07453416149068323,0
0.05213270142180096,0.0631578947368421,0.13793103448275862,0.0,0.05014464802314369,0.027736640606203594,0.030769230769230767,0.2164268108451936,0.05941841460092617,0.006003578146226137,0.028021015761821366,0.006003536329618817,0.125,0.05014749262536873,0.1402439024390244,0.0,0.18309859154929578,0.028662420382165606,0.05476190476190476,0.042997542997543,0.07453416149068323,0
0.07109004739336494,0.042105263157894736,0.0,0.016129032258064516,0.11089681774349083,0.07613341991604904,0.030769230769230767,0.21865309692295462,0.16143421411059655,0.016647052042010325,0.07530647985989491,0.01664704267833007,0.025,0.04424778761061947,0.24390243902439024,0.0,0.295774647887324,0.089171974522293,0.12698412698412698,0.085995085995086,0.049689440993788817,0
0.05450236966824645,0.042105263157894736,0.0,0.016129032258064516,0.05737704918032787,0.0382573749086093,0.05384615384615385,0.12085552993559673,0.1467583764641787,0.0046236910080256054,0.03852889667250438,0.00462367241378734,0.037500000000000006,0.058997050147492625,0.1402439024390244,0.0,0.25352112676056343,0.07961783439490447,0.0626984126984127,0.04914004914004914,0.049689440993788817,0
0.028436018957345974,0.010526315789473684,0.0,0.0,0.027000964320154294,0.015827234780090023,0.0846153846153846,0.07275184861254672,0.10082402615091256,0.001151952822490573,0.01576182136602452,0.0011519481739494398,0.07500000000000001,0.014749262536873156,0.04878048780487805,0.0,0.18309859154929578,0.04140127388535032,0.03095238095238095,0.020884520884520884,0.012422360248447206,0
0.011848341232227489,0.0,0.0,0.0,0.006750241080038573,0.0032415961430203198,0.1923076923076923,0.031804086825157035,0.0472623263415963,0.00010309280121630098,0.0035026269702276708,0.00010305101200606974,0.0125,0.0029498525073746312,0.012195121951219513,0.0,0.09859154929577466,0.01592356687898089,0.007142857142857143,0.006142506142506142,0.0,0
0.07582938388625593,0.010526315789473684,0.0,0.016129032258064516,0.06460945033751204,0.043545188469237835,0.06923076923076922,0.09262940287826987,0.21795832198311088,0.0040326079702542985,0.043782837127845885,0.004032612594722518,0.025,0.0,0.11585365853658537,0.0,0.15492957746478872,0.10828025477707007,0.05396825396825397,0.08108108108108109,0.012422360248447206,0
0.011848341232227489,0.0,0.0,0.0,0.006750241080038573,0.0032415961430203198,0.1923076923076923,0.031804086825157035,0.0472623263415963,0.00010309280121630098,0.0035026269702276708,0.00010305101200606974,0.0125,0.0029498525073746312,0.0,0.0,0.09859154929577466,0.01592356687898089,0.007142857142857143,0.006142506142506142,0.0,0
0.014218009478672987,0.010526315789473684,0.0,0.0,0.012536162005785922,0.006160259000670394,0.061538461538461535,0.0954122604754711,0.02993053663851811,0.0005877492256164945,0.0070052539404553416,0.0005877167205406993,0.0,0.0,0.006097560975609756,0.0,0.1267605633802817,0.01592356687898089,0.01111111111111111,0.014742014742014743,0.012422360248447206,0
0.004739336492890996,0.0,0.0,0.0,0.00626808100289296,0.002828148103161126,0.1769230769230769,0.034825475073546955,0.03769408880414056,9.8384604106301e-05,0.0035026269702276708,9.837067407229852e-05,0.0,0.0,0.0,0.0,0.08450704225352114,0.012738853503184714,0.006349206349206349,0.006142506142506142,0.0,0
0.014218009478672987,0.0,0.0,0.0,0.013500482160077147,0.006447570350403054,0.16153846153846152,0.03880098592669158,0.07712476164532825,0.00024992447499295664,0.0070052539404553416,0.0002498966146781415,0.0,0.0,0.0,0.0,0.07042253521126761,0.025477707006369428,0.011904761904761904,0.01597051597051597,0.0,0
0.018957345971563982,0.02105263157894737,0.0,0.0,0.019286403085824494,0.009984069403209946,0.05384615384615385,0.11242744692693013,0.04116725687823481,0.0011227053534610958,0.010507880910683012,0.0011226960618633697,0.0,0.0,0.006097560975609756,0.0,0.14084507042253522,0.02229299363057325,0.01746031746031746,0.022113022113022112,0.024844720496894408,0
0.023696682464454978,0.02105263157894737,0.0,0.0,0.023143683702989394,0.01256811965232991,0.05384615384615385,0.11664148843126343,0.049952329065649684,0.001465674761281754,0.01225919439579685,0.0014656979704383171,0.0,0.0,0.006097560975609756,0.0,0.15492957746478872,0.028662420382165606,0.020634920634920634,0.027027027027027025,0.024844720496894408,0
0.007109004739336493,0.0,0.0,0.0,0.0057859209257473485,0.002277468016173527,0.25384615384615383,0.023853065118867776,0.04426586761100518,5.432535126923035e-05,0.0017513134851138354,5.4325351016987286e-05,0.0,0.0,0.0,0.0,0.04225352112676056,0.012738853503184714,0.004761904761904762,0.007371007371007371,0.0,0
0.004739336492890996,0.0,0.0,0.0,0.002892960462873674,0.0011474935004566617,0.3076923076923077,0.019877554265723147,0.026763824570961593,2.2812004340660573e-05,0.0017513134851138354,2.2816647427134663e-05,0.0,0.0,0.0,0.0,0.056338028169014086,0.006369426751592357,0.0031746031746031746,0.002457002457002457,0.0,0
0.03554502369668247,0.031578947368421054,0.0,0.0,0.03664416586306654,0.021616675270434732,0.038461538461538464,0.15599904587739527,0.06425360937074368,0.0033713987974215223,0.021015761821366025,0.003371431284114231,0.1375,0.08849557522123894,0.042682926829268296,0.0,0.19718309859154928,0.04140127388535032,0.03333333333333333,0.04176904176904177,0.037267080745341616,0
0.15165876777251186,0.11578947368421053,0.0,0.0,0.26036644165863065,0.19428612473049967,0.015384615384615384,0.33410193209827466,0.26961318441841464,0.06491115207201326,0.19439579684763575,0.06491118891615744,0.0625,0.28023598820059,0.20121951219512196,0.0,0.25352112676056343,0.1656050955414013,0.24603174603174605,0.28255528255528256,0.13664596273291924,0
0.4170616113744076,0.4210526315789474,0.1724137931034483,0.3548387096774194,0.36933461909353904,0.3258992494866938,0.015384615384615384,0.43587500993877715,0.3466698447289567,0.1420485448274435,0.3257443082311734,0.1420485070223456,0.7875000000000001,0.09144542772861357,0.8170731707317074,0.0,0.619718309859155,0.35031847133757965,0.3952380952380952,0.32923832923832924,0.3664596273291925,0
0.03080568720379147,0.042105263157894736,0.0,0.03225806451612903,0.019286403085824494,0.010830820332300104,0.05384615384615385,0.11926532559433889,0.04208662489784799,0.0012917314869870609,0.010507880910683012,0.0012917732697208548,0.05,0.014749262536873156,0.054878048780487805,0.0,0.19718309859154928,0.025477707006369428,0.019047619047619046,0.019656019656019656,0.043478260869565216,0
0.8530805687203793,0.7263157894736841,0.896551724137931,0.7258064516129032,0.8886210221793636,0.8961334432746955,0.007692307692307692,0.7770533513556493,0.5346976300735494,0.6963322861278364,0.8966725043782837,0.6963323200401708,0.4625,0.5634218289085545,1.0,0.0,0.9577464788732395,0.7993630573248408,0.8984126984126984,0.8734643734643734,0.6770186335403726,0
